ID_Poliza,Fecha_Contratacion,Producto,Canal_Venta,Prima_Anual,Monto_Asegurado,Cliente_Edad,Cliente_Sexo,Cliente_Ingreso_Mensual,Siniestro_Reportado,Monto_Siniestro,Estado_Poliza,Región
POL03063,2022-12-08,Vida Premium,Digital,753.28,45196.799999999996,61,Femenino,4566.24,No,0.0,Activa,Santander
POL03064,2024-11-24,Vida Básico,Agente,1170.76,121759.04,36,Masculino,5429.43,No,0.0,Cancelada,Valle del Cauca
POL03065,2024-07-28,Vida Plus,Agente,1385.14,99730.08,54,Masculino,1835.01,No,0.0,Activa,Atlántico
POL03066,2022-09-25,Protección Familiar,Broker,208.13,20396.739999999998,25,Masculino,1926.38,No,0.0,Activa,Atlántico
POL03067,2025-04-20,Vida Premium,Broker,1166.21,158604.56,48,Femenino,2142.31,Sí,110674.23,Activa,Antioquia
POL03068,2023-09-20,Vida Básico,Broker,1314.72,80197.92,71,Masculino,4887.19,No,0.0,Cancelada,Santander
POL03069,2022-06-26,Protección Familiar,Agente,1063.9,102134.40000000001,58,Masculino,3265.47,No,0.0,Activa,Santander
POL03070,2024-05-02,Vida Premium,Digital,703.28,80877.2,21,Masculino,4888.05,Sí,48645.19,Activa,Valle del Cauca
POL03071,2023-05-07,Protección Familiar,Call Center,656.53,64339.939999999995,55,Femenino,2413.02,No,0.0,Activa,Cundinamarca
POL03072,2023-09-22,Vida Premium,Agente,719.41,97839.76,18,Masculino,3735.18,No,0.0,Activa,Bogotá
POL03073,2023-07-24,Vida Premium,Digital,999.97,119996.40000000001,70,Masculino,3203.2,No,0.0,Activa,Antioquia
POL03074,2024-01-07,Vida Plus,Broker,379.86,55839.420000000006,72,Femenino,3293.11,No,0.0,Cancelada,Bogotá
POL03075,2024-05-23,Protección Familiar,Agente,748.4,123486.0,66,Masculino,2279.74,No,0.0,Activa,Valle del Cauca
POL03076,2025-05-24,Vida Premium,Agente,1331.45,213032.0,73,Masculino,3293.55,No,0.0,Activa,Antioquia
POL03077,2024-08-22,Protección Familiar,Broker,838.24,132441.92,57,Masculino,2416.73,Sí,120461.0,Cancelada,Valle del Cauca
POL03078,2023-12-27,Vida Premium,Agente,949.95,81695.7,26,Femenino,3947.18,No,0.0,Activa,Cundinamarca
POL03079,2025-04-28,Vida Plus,Agente,690.8,127797.99999999999,45,Femenino,3828.69,No,0.0,Activa,Valle del Cauca
POL03080,2023-04-03,Vida Plus,Broker,455.57,15944.949999999999,70,Femenino,3513.12,No,0.0,Cancelada,Atlántico
POL03081,2024-06-15,Vida Básico,Digital,857.66,27445.12,34,Masculino,3605.76,No,0.0,Activa,Santander
POL03082,2023-12-13,Vida Premium,Digital,1055.96,40126.48,49,Masculino,6752.4,No,0.0,Activa,Bogotá
POL03083,2025-01-13,Vida Premium,Broker,1045.51,159963.03,18,Masculino,3268.61,No,0.0,Cancelada,Bogotá
POL03084,2023-10-03,Vida Básico,Broker,815.51,147607.31,52,Masculino,3084.1,No,0.0,Activa,Santander
POL03085,2023-12-27,Vida Plus,Agente,370.68,35955.96,31,Masculino,2729.76,Sí,14435.78,Activa,Bogotá
POL03086,2023-12-06,Protección Familiar,Call Center,926.09,63900.21,24,Masculino,2298.05,No,0.0,Activa,Cundinamarca
POL03087,2024-04-22,Vida Premium,Broker,788.72,37069.840000000004,31,Masculino,4313.94,No,0.0,Cancelada,Bogotá
POL03088,2023-08-07,Protección Familiar,Broker,1595.29,35096.38,24,Femenino,2352.73,No,0.0,Activa,Atlántico
POL03089,2024-02-03,Vida Básico,Agente,506.78,91220.4,21,Masculino,4537.68,No,0.0,Activa,Bogotá
POL03090,2025-03-11,Vida Premium,Broker,1240.2,40926.6,46,Masculino,4466.78,No,0.0,Cancelada,Bogotá
POL03091,2023-11-02,Vida Premium,Broker,1194.36,187514.52,33,Masculino,3730.67,No,0.0,Activa,Atlántico
POL03092,2023-02-21,Vida Plus,Broker,1249.96,67497.84,74,Femenino,4332.59,No,0.0,Activa,Bogotá
POL03093,2025-04-12,Vida Básico,Agente,611.58,32413.74,73,Femenino,4506.41,No,0.0,Cancelada,Cundinamarca
POL03094,2024-08-25,Vida Básico,Agente,626.55,88970.09999999999,22,Masculino,4485.11,No,0.0,Activa,Antioquia
POL03095,2023-02-05,Vida Premium,Agente,797.24,98857.76,49,Femenino,4956.36,No,0.0,Cancelada,Atlántico
POL03096,2024-11-23,Vida Plus,Broker,1059.82,72067.76,29,Femenino,4194.9,Sí,10682.56,Activa,Bogotá
POL03097,2025-04-09,Vida Plus,Broker,1682.06,154749.52,72,Masculino,3629.58,No,0.0,Activa,Santander
POL03098,2024-06-29,Vida Plus,Broker,1174.92,209135.76,24,Masculino,3575.03,No,0.0,Activa,Cundinamarca
POL03099,2022-09-03,Vida Plus,Digital,965.58,27036.24,29,Femenino,4787.63,Sí,15607.86,Cancelada,Atlántico
POL03100,2023-07-07,Vida Plus,Digital,836.03,63538.28,31,Masculino,1000.0,No,0.0,Cancelada,Antioquia
POL03101,2022-07-18,Protección Familiar,Call Center,842.53,140702.51,72,Masculino,3732.52,No,0.0,Activa,Bogotá
POL03102,2024-05-15,Vida Premium,Call Center,1107.69,98584.41,50,Femenino,5808.05,No,0.0,Activa,Atlántico
POL03103,2024-05-15,Protección Familiar,Broker,804.05,156789.75,43,Femenino,1891.41,No,0.0,Activa,Antioquia
POL03104,2024-10-04,Vida Básico,Digital,670.9,48304.799999999996,30,Masculino,4661.07,No,0.0,Cancelada,Santander
POL03105,2024-07-24,Protección Familiar,Call Center,1399.5,88168.5,35,Masculino,4251.22,No,0.0,Activa,Antioquia
POL03106,2024-01-03,Vida Plus,Agente,957.57,90011.58,39,Masculino,2544.84,Sí,9944.93,Activa,Bogotá
POL03107,2022-09-06,Vida Premium,Broker,1416.92,209704.16,28,Femenino,4013.56,No,0.0,Activa,Atlántico
POL03108,2025-04-22,Vida Básico,Call Center,1281.99,253834.02,34,Masculino,3797.13,No,0.0,Activa,Antioquia
POL03109,2024-04-18,Vida Plus,Broker,995.87,46805.89,39,Femenino,4365.34,No,0.0,Activa,Valle del Cauca
POL03110,2025-02-01,Vida Básico,Digital,509.87,27532.98,69,Femenino,3756.35,No,0.0,Vencida,Bogotá
POL03111,2024-10-10,Protección Familiar,Broker,970.28,21346.16,65,Femenino,2961.57,No,0.0,Activa,Cundinamarca
POL03112,2023-11-13,Vida Plus,Agente,1130.04,101703.59999999999,35,Femenino,4257.11,Sí,81788.52,Activa,Cundinamarca
POL03113,2022-12-10,Vida Plus,Digital,1249.68,48737.520000000004,30,Femenino,4655.0,No,0.0,Activa,Antioquia
POL03114,2023-05-12,Vida Básico,Digital,1084.43,108443.0,45,Femenino,3994.38,No,0.0,Activa,Antioquia
POL03115,2023-05-07,Protección Familiar,Broker,789.79,21324.329999999998,26,Femenino,2280.85,No,0.0,Activa,Atlántico
POL03116,2025-03-07,Vida Plus,Agente,1067.99,77963.27,70,Femenino,3255.46,Sí,75298.96,Cancelada,Antioquia
POL03117,2023-08-19,Vida Básico,Broker,1558.08,165156.47999999998,74,Femenino,2300.13,No,0.0,Activa,Santander
POL03118,2022-08-06,Vida Plus,Call Center,827.12,31430.56,51,Masculino,4394.45,No,0.0,Activa,Antioquia
POL03119,2024-06-24,Vida Premium,Call Center,781.41,129714.06,65,Femenino,4289.77,Sí,80444.62,Activa,Bogotá
POL03120,2023-07-28,Vida Plus,Call Center,920.91,143661.96,74,Masculino,2430.15,No,0.0,Activa,Valle del Cauca
POL03121,2025-03-13,Vida Plus,Broker,1219.94,28058.620000000003,45,Femenino,5125.15,Sí,22902.79,Activa,Valle del Cauca
POL03122,2023-12-01,Protección Familiar,Digital,802.01,28070.35,53,Femenino,2719.21,No,0.0,Cancelada,Santander
POL03123,2024-04-11,Protección Familiar,Call Center,962.27,86604.3,47,Femenino,2633.17,No,0.0,Activa,Valle del Cauca
POL03124,2024-10-16,Protección Familiar,Agente,1190.41,71424.6,65,Femenino,1983.34,No,0.0,Activa,Santander
POL03125,2024-10-28,Vida Básico,Digital,836.49,156423.63,32,Femenino,2221.95,No,0.0,Activa,Santander
POL03126,2023-12-30,Vida Premium,Digital,1063.37,47851.649999999994,51,Masculino,1000.0,No,0.0,Cancelada,Atlántico
POL03127,2025-02-18,Vida Básico,Call Center,1133.91,140604.84,64,Masculino,3566.14,No,0.0,Cancelada,Antioquia
POL03128,2022-08-13,Vida Premium,Call Center,746.52,63454.2,43,Masculino,2676.01,No,0.0,Cancelada,Bogotá
POL03129,2024-07-10,Protección Familiar,Call Center,618.59,74849.39,37,Femenino,4884.19,No,0.0,Activa,Cundinamarca
POL03130,2024-11-18,Vida Plus,Broker,1117.52,170980.56,40,Masculino,2113.46,No,0.0,Activa,Santander
POL03131,2025-01-05,Vida Básico,Agente,1113.5,103555.5,62,Masculino,4304.15,No,0.0,Activa,Santander
POL03132,2024-01-13,Vida Básico,Digital,1795.9,188569.5,27,Femenino,2911.37,No,0.0,Activa,Bogotá
POL03133,2023-08-25,Protección Familiar,Digital,1350.45,45915.3,45,Femenino,4256.19,No,0.0,Activa,Antioquia
POL03134,2024-08-17,Protección Familiar,Broker,1019.71,35689.85,19,Femenino,2801.53,Sí,7044.8,Cancelada,Cundinamarca
POL03135,2023-11-06,Vida Premium,Broker,1043.08,161677.4,60,Femenino,4284.83,No,0.0,Activa,Bogotá
POL03136,2025-02-14,Vida Premium,Agente,882.88,173044.48,51,Masculino,5042.7,No,0.0,Activa,Antioquia
POL03137,2023-05-26,Vida Básico,Agente,986.75,109529.25,48,Femenino,2376.34,No,0.0,Activa,Santander
POL03138,2024-05-16,Vida Básico,Digital,1165.84,123579.04,41,Femenino,1565.23,No,0.0,Cancelada,Cundinamarca
POL03139,2025-04-19,Vida Plus,Broker,1055.09,27432.339999999997,56,Masculino,3648.13,No,0.0,Activa,Santander
POL03140,2024-12-07,Protección Familiar,Agente,596.21,20867.350000000002,52,Masculino,2066.98,Sí,5530.26,Activa,Antioquia
POL03141,2022-09-29,Protección Familiar,Call Center,668.91,25418.579999999998,63,Masculino,3683.47,No,0.0,Activa,Cundinamarca
POL03142,2024-10-27,Vida Premium,Digital,863.82,161534.34,34,Femenino,5096.52,No,0.0,Activa,Valle del Cauca
POL03143,2024-11-29,Protección Familiar,Broker,1072.53,48263.85,34,Femenino,3341.63,No,0.0,Vencida,Antioquia
POL03144,2024-04-26,Protección Familiar,Call Center,1156.31,99442.65999999999,57,Femenino,4830.86,No,0.0,Activa,Bogotá
POL03145,2022-08-27,Protección Familiar,Call Center,547.84,84915.20000000001,67,Femenino,3966.58,No,0.0,Activa,Cundinamarca
POL03146,2024-12-25,Vida Plus,Broker,1106.01,44240.4,36,Masculino,5006.13,No,0.0,Activa,Cundinamarca
POL03147,2022-09-10,Vida Plus,Broker,1203.06,52934.64,65,Masculino,4438.13,Sí,33660.65,Activa,Valle del Cauca
POL03148,2025-01-03,Protección Familiar,Broker,272.44,17163.72,63,Femenino,3548.14,No,0.0,Cancelada,Atlántico
POL03149,2023-11-25,Vida Básico,Broker,288.51,52797.33,28,Femenino,5270.8,No,0.0,Activa,Valle del Cauca
POL03150,2023-03-12,Vida Básico,Digital,762.83,115187.33,70,Masculino,3170.43,No,0.0,Activa,Bogotá
POL03151,2023-03-12,Vida Básico,Broker,909.33,114575.58,43,Femenino,3301.2,No,0.0,Activa,Antioquia
POL03152,2024-11-29,Vida Básico,Digital,1251.33,239004.03,33,Masculino,5072.73,No,0.0,Activa,Atlántico
POL03153,2025-01-05,Vida Básico,Digital,901.31,73907.42,74,Masculino,4036.89,No,0.0,Activa,Cundinamarca
POL03154,2022-12-24,Protección Familiar,Digital,1122.73,113395.73,19,Femenino,3859.08,No,0.0,Cancelada,Atlántico
POL03155,2024-10-09,Vida Premium,Digital,596.27,39950.09,45,Femenino,2714.15,No,0.0,Cancelada,Atlántico
POL03156,2025-01-27,Vida Básico,Call Center,942.59,109340.44,37,Femenino,2412.54,No,0.0,Activa,Santander
POL03157,2024-02-19,Vida Básico,Agente,749.44,135648.64,34,Femenino,3038.81,Sí,77919.47,Activa,Bogotá
POL03158,2023-05-02,Vida Plus,Broker,875.46,73538.64,25,Femenino,2274.67,No,0.0,Activa,Antioquia
POL03159,2024-08-09,Vida Plus,Agente,845.72,21988.72,52,Masculino,3565.31,Sí,20166.55,Activa,Cundinamarca
POL03160,2024-07-11,Vida Básico,Agente,873.1,150173.2,30,Masculino,4591.74,No,0.0,Activa,Valle del Cauca
POL03161,2024-03-06,Vida Plus,Agente,911.23,29159.36,54,Femenino,2144.3,No,0.0,Vencida,Valle del Cauca
POL03162,2023-12-18,Vida Premium,Digital,761.37,61670.97,62,Femenino,4070.38,No,0.0,Activa,Atlántico
POL03163,2025-05-22,Protección Familiar,Digital,643.9,63102.2,36,Femenino,2148.29,Sí,7193.2,Activa,Atlántico
POL03164,2025-05-03,Vida Plus,Agente,1149.48,209205.36000000002,70,Femenino,5364.59,Sí,97457.68,Cancelada,Bogotá
POL03165,2022-08-30,Vida Plus,Broker,1141.67,73066.88,33,Masculino,4845.16,No,0.0,Activa,Valle del Cauca
POL03166,2023-02-24,Protección Familiar,Call Center,708.06,141612.0,19,Masculino,3197.18,No,0.0,Vencida,Antioquia
POL03167,2022-07-27,Vida Básico,Digital,703.9,111216.2,68,Masculino,2467.34,No,0.0,Activa,Antioquia
POL03168,2022-12-21,Vida Plus,Digital,1053.06,130579.43999999999,44,Masculino,1617.15,No,0.0,Activa,Bogotá
POL03169,2023-10-03,Vida Plus,Call Center,1529.82,30596.399999999998,19,Femenino,5122.45,No,0.0,Activa,Bogotá
POL03170,2024-04-06,Vida Básico,Call Center,1131.58,122210.63999999998,32,Masculino,4629.08,No,0.0,Activa,Atlántico
POL03171,2023-12-09,Vida Premium,Digital,1134.56,70342.72,71,Masculino,5305.93,No,0.0,Activa,Antioquia
POL03172,2022-08-22,Vida Premium,Call Center,1221.17,170963.80000000002,35,Femenino,1896.73,No,0.0,Activa,Cundinamarca
POL03173,2023-06-16,Vida Premium,Digital,785.99,29081.63,49,Femenino,4736.3,Sí,24937.47,Vencida,Atlántico
POL03174,2024-08-28,Protección Familiar,Broker,731.53,125823.15999999999,50,Femenino,1612.83,No,0.0,Activa,Atlántico
POL03175,2024-05-19,Protección Familiar,Agente,746.82,100073.88,66,Femenino,2714.28,Sí,97420.94,Activa,Santander
POL03176,2024-04-16,Vida Plus,Broker,805.7,74124.40000000001,51,Femenino,1000.0,No,0.0,Cancelada,Atlántico
POL03177,2025-01-13,Vida Básico,Agente,829.88,63900.76,71,Masculino,1000.0,No,0.0,Activa,Santander
POL03178,2022-09-08,Vida Premium,Broker,939.85,27255.65,40,Femenino,1084.51,No,0.0,Activa,Bogotá
POL03179,2024-09-03,Vida Premium,Agente,427.7,16680.3,50,Femenino,6323.1,No,0.0,Activa,Santander
POL03180,2025-01-21,Protección Familiar,Agente,1466.78,288955.66,47,Masculino,3412.57,No,0.0,Vencida,Bogotá
POL03181,2024-12-27,Vida Básico,Digital,545.41,91083.47,31,Masculino,4468.51,No,0.0,Activa,Valle del Cauca
POL03182,2024-10-25,Protección Familiar,Broker,1313.05,119487.55,23,Masculino,4795.66,No,0.0,Cancelada,Atlántico
POL03183,2024-08-29,Protección Familiar,Call Center,892.71,107125.20000000001,60,Masculino,4951.08,No,0.0,Activa,Santander
POL03184,2023-10-21,Vida Premium,Agente,1485.0,178200.0,55,Masculino,2454.78,No,0.0,Activa,Antioquia
POL03185,2023-05-27,Vida Premium,Broker,504.47,34808.43,35,Masculino,4232.61,No,0.0,Vencida,Antioquia
POL03186,2023-01-18,Vida Plus,Call Center,581.29,103469.62,53,Femenino,3454.13,No,0.0,Activa,Cundinamarca
POL03187,2023-05-13,Vida Plus,Call Center,649.46,77285.74,74,Masculino,3892.39,No,0.0,Activa,Santander
POL03188,2024-01-19,Vida Básico,Digital,777.12,81597.6,73,Masculino,3282.32,No,0.0,Activa,Santander
POL03189,2025-03-13,Vida Plus,Call Center,882.65,161524.94999999998,30,Masculino,4459.89,No,0.0,Activa,Santander
POL03190,2024-01-16,Vida Premium,Digital,842.42,131417.52,61,Femenino,2739.37,No,0.0,Activa,Bogotá
POL03191,2024-04-10,Vida Premium,Broker,1349.4,91759.20000000001,49,Masculino,3622.07,No,0.0,Activa,Santander
POL03192,2024-05-22,Vida Premium,Broker,1263.97,139036.7,42,Femenino,3416.69,No,0.0,Vencida,Atlántico
POL03193,2025-01-10,Protección Familiar,Call Center,615.84,29560.32,56,Femenino,2538.33,No,0.0,Activa,Antioquia
POL03194,2022-09-05,Vida Básico,Broker,660.4,46228.0,69,Masculino,7190.7,Sí,15622.68,Activa,Antioquia
POL03195,2023-09-07,Vida Plus,Broker,837.56,103019.87999999999,71,Masculino,3873.79,No,0.0,Activa,Antioquia
POL03196,2023-10-13,Vida Básico,Agente,841.7,100162.3,74,Masculino,5122.18,Sí,83800.05,Activa,Atlántico
POL03197,2023-05-15,Vida Plus,Call Center,840.92,49614.28,36,Femenino,4406.29,No,0.0,Vencida,Atlántico
POL03198,2023-03-14,Protección Familiar,Digital,614.79,55331.1,66,Masculino,1325.61,No,0.0,Cancelada,Atlántico
POL03199,2022-11-15,Vida Premium,Agente,200.0,8800.0,25,Masculino,5006.92,No,0.0,Cancelada,Valle del Cauca
POL03200,2023-07-11,Vida Plus,Call Center,435.95,81086.7,68,Femenino,3333.94,Sí,37290.91,Cancelada,Atlántico
POL03201,2022-09-14,Vida Premium,Call Center,569.02,57471.02,68,Femenino,5810.75,Sí,43177.56,Activa,Santander
POL03202,2024-02-06,Vida Premium,Digital,200.0,34000.0,68,Masculino,4721.26,No,0.0,Activa,Atlántico
POL03203,2023-06-15,Vida Premium,Call Center,505.57,69768.66,34,Masculino,5281.35,No,0.0,Cancelada,Santander
POL03204,2024-03-05,Vida Premium,Agente,827.91,164754.09,21,Femenino,3454.28,No,0.0,Cancelada,Santander
POL03205,2024-05-14,Vida Premium,Agente,1183.78,43799.86,30,Masculino,1769.71,No,0.0,Activa,Atlántico
POL03206,2024-09-02,Protección Familiar,Digital,976.24,53693.2,53,Masculino,2798.08,No,0.0,Activa,Atlántico
POL03207,2024-12-29,Vida Básico,Digital,1004.77,28133.559999999998,38,Femenino,3712.26,No,0.0,Vencida,Santander
POL03208,2024-05-31,Vida Premium,Call Center,1131.15,214918.50000000003,38,Masculino,2088.9,Sí,155417.87,Activa,Antioquia
POL03209,2025-03-05,Protección Familiar,Call Center,631.35,28410.75,60,Masculino,2862.35,No,0.0,Cancelada,Santander
POL03210,2022-07-11,Vida Premium,Agente,875.91,119123.76,59,Femenino,4113.21,No,0.0,Activa,Valle del Cauca
POL03211,2022-12-31,Vida Básico,Agente,1039.93,135190.9,25,Femenino,2854.43,No,0.0,Cancelada,Bogotá
POL03212,2024-12-30,Protección Familiar,Agente,200.0,33000.0,41,Femenino,4480.83,No,0.0,Activa,Antioquia
POL03213,2025-04-21,Vida Básico,Call Center,796.56,37438.32,66,Masculino,2565.14,No,0.0,Activa,Santander
POL03214,2024-12-10,Vida Básico,Broker,1473.94,51587.9,19,Masculino,3526.39,No,0.0,Cancelada,Atlántico
POL03215,2023-04-25,Protección Familiar,Broker,927.09,33375.24,37,Femenino,2442.28,No,0.0,Activa,Valle del Cauca
POL03216,2022-09-02,Vida Plus,Agente,662.14,66214.0,40,Femenino,2352.8,No,0.0,Activa,Santander
POL03217,2025-02-07,Vida Básico,Agente,1019.78,160105.46,46,Femenino,5672.36,No,0.0,Activa,Valle del Cauca
POL03218,2023-11-12,Vida Premium,Broker,661.53,36384.15,67,Masculino,2757.96,No,0.0,Activa,Valle del Cauca
POL03219,2022-10-25,Vida Premium,Digital,371.95,69926.59999999999,69,Femenino,5106.3,Sí,47050.97,Activa,Bogotá
POL03220,2023-04-16,Vida Premium,Broker,1300.27,98820.52,52,Masculino,3930.87,No,0.0,Vencida,Cundinamarca
POL03221,2024-01-01,Vida Plus,Call Center,353.7,35370.0,36,Femenino,2343.84,No,0.0,Activa,Antioquia
POL03222,2023-06-21,Vida Premium,Digital,382.13,60376.54,42,Femenino,3923.61,Sí,16850.97,Cancelada,Santander
POL03223,2023-02-12,Vida Premium,Agente,631.54,61259.38,61,Masculino,4984.7,No,0.0,Activa,Atlántico
POL03224,2022-09-04,Vida Básico,Call Center,855.79,104406.37999999999,42,Masculino,4292.51,No,0.0,Activa,Valle del Cauca
POL03225,2025-01-04,Protección Familiar,Digital,824.21,73354.69,19,Femenino,3952.45,No,0.0,Cancelada,Bogotá
POL03226,2023-03-21,Vida Plus,Call Center,1248.77,213539.66999999998,63,Femenino,4884.2,No,0.0,Activa,Bogotá
POL03227,2024-09-17,Protección Familiar,Broker,958.73,26844.440000000002,50,Masculino,3969.05,No,0.0,Activa,Cundinamarca
POL03228,2023-08-22,Vida Premium,Call Center,724.71,37684.92,37,Femenino,3455.73,No,0.0,Cancelada,Antioquia
POL03229,2025-05-20,Vida Plus,Broker,751.23,147241.08000000002,58,Femenino,3313.64,No,0.0,Cancelada,Antioquia
POL03230,2024-09-22,Vida Plus,Agente,305.75,27517.5,47,Masculino,2111.1,No,0.0,Cancelada,Valle del Cauca
POL03231,2023-06-22,Vida Básico,Call Center,1445.01,196521.36,22,Femenino,3467.85,No,0.0,Activa,Atlántico
POL03232,2024-01-18,Protección Familiar,Digital,788.68,127766.15999999999,45,Femenino,6287.92,No,0.0,Activa,Santander
POL03233,2024-03-21,Protección Familiar,Call Center,1031.82,193982.15999999997,59,Femenino,5027.11,No,0.0,Activa,Valle del Cauca
POL03234,2024-02-16,Vida Premium,Digital,519.31,41544.799999999996,65,Masculino,1391.76,No,0.0,Activa,Antioquia
POL03235,2022-08-02,Vida Plus,Call Center,1256.17,48990.630000000005,34,Femenino,4457.4,No,0.0,Cancelada,Valle del Cauca
POL03236,2022-10-22,Protección Familiar,Agente,618.85,80450.5,50,Masculino,3293.0,No,0.0,Vencida,Cundinamarca
POL03237,2023-05-07,Protección Familiar,Call Center,996.81,67783.08,40,Femenino,3642.63,No,0.0,Cancelada,Atlántico
POL03238,2024-11-12,Protección Familiar,Broker,903.16,42448.52,40,Femenino,3221.27,No,0.0,Activa,Cundinamarca
POL03239,2023-02-07,Vida Plus,Call Center,1194.82,111118.26,30,Masculino,1265.49,No,0.0,Activa,Santander
POL03240,2023-10-12,Vida Básico,Agente,860.47,67116.66,70,Femenino,2990.08,Sí,57527.48,Activa,Bogotá
POL03241,2024-01-22,Vida Plus,Agente,1158.14,61381.420000000006,49,Femenino,2755.35,No,0.0,Activa,Atlántico
POL03242,2024-03-18,Vida Básico,Broker,977.17,147552.66999999998,47,Masculino,4061.78,No,0.0,Cancelada,Valle del Cauca
POL03243,2022-07-23,Protección Familiar,Digital,693.84,28447.440000000002,61,Masculino,1479.11,No,0.0,Activa,Bogotá
POL03244,2024-11-05,Protección Familiar,Call Center,1449.77,234862.74,66,Femenino,3837.43,No,0.0,Cancelada,Valle del Cauca
POL03245,2023-07-13,Vida Premium,Call Center,931.66,43788.02,51,Masculino,2528.22,No,0.0,Activa,Atlántico
POL03246,2022-10-06,Vida Premium,Digital,496.16,91789.6,50,Masculino,3776.07,No,0.0,Cancelada,Cundinamarca
POL03247,2024-09-20,Protección Familiar,Digital,434.64,86058.72,66,Femenino,2913.89,No,0.0,Activa,Cundinamarca
POL03248,2023-12-01,Vida Básico,Agente,679.75,106041.0,55,Femenino,2743.94,No,0.0,Activa,Atlántico
POL03249,2025-03-08,Protección Familiar,Agente,1176.81,192996.84,43,Masculino,2793.71,No,0.0,Activa,Santander
POL03250,2024-04-10,Vida Premium,Digital,1104.67,25407.410000000003,69,Femenino,3966.11,Sí,16835.52,Cancelada,Valle del Cauca
POL03251,2022-12-10,Vida Plus,Call Center,872.77,172808.46,41,Masculino,3197.48,No,0.0,Activa,Santander
POL03252,2022-11-24,Protección Familiar,Digital,1136.69,102302.1,61,Masculino,2673.66,No,0.0,Activa,Santander
POL03253,2023-06-17,Protección Familiar,Agente,1182.62,221149.93999999997,23,Masculino,2640.86,No,0.0,Activa,Atlántico
POL03254,2022-11-14,Vida Plus,Agente,589.21,58921.0,47,Masculino,3718.52,No,0.0,Vencida,Santander
POL03255,2022-10-08,Vida Básico,Broker,848.68,151065.03999999998,47,Femenino,5019.03,No,0.0,Activa,Bogotá
POL03256,2022-10-13,Vida Premium,Agente,200.0,9800.0,66,Femenino,2889.23,No,0.0,Activa,Atlántico
POL03257,2023-04-11,Vida Plus,Digital,823.96,42021.96,43,Masculino,3495.1,No,0.0,Activa,Cundinamarca
POL03258,2025-02-16,Vida Plus,Agente,1116.8,173104.0,65,Femenino,5595.03,No,0.0,Activa,Bogotá
POL03259,2022-07-21,Vida Básico,Digital,1282.61,66695.72,31,Femenino,3192.61,No,0.0,Activa,Antioquia
POL03260,2022-10-11,Protección Familiar,Digital,1263.58,203436.37999999998,20,Femenino,5311.72,Sí,157676.11,Cancelada,Cundinamarca
POL03261,2023-03-04,Vida Básico,Agente,992.51,26797.77,55,Masculino,4551.46,No,0.0,Activa,Bogotá
POL03262,2024-02-01,Vida Plus,Digital,579.35,55617.600000000006,73,Femenino,1639.3,Sí,27680.49,Activa,Antioquia
POL03263,2024-03-11,Protección Familiar,Call Center,400.85,58924.950000000004,45,Masculino,5015.94,No,0.0,Activa,Atlántico
POL03264,2023-10-05,Vida Básico,Agente,824.21,37913.66,38,Masculino,4408.44,Sí,21563.09,Cancelada,Antioquia
POL03265,2023-06-26,Protección Familiar,Digital,594.89,110054.65,32,Femenino,3802.84,No,0.0,Cancelada,Antioquia
POL03266,2025-01-02,Protección Familiar,Broker,502.12,74815.88,52,Femenino,3564.68,No,0.0,Activa,Bogotá
POL03267,2023-07-17,Vida Plus,Call Center,1175.0,72850.0,43,Masculino,3989.96,No,0.0,Activa,Cundinamarca
POL03268,2023-02-20,Vida Plus,Digital,822.1,33706.1,39,Masculino,3123.53,Sí,33005.81,Activa,Atlántico
POL03269,2022-07-13,Protección Familiar,Call Center,1079.19,134898.75,61,Femenino,6017.23,Sí,75841.95,Cancelada,Antioquia
POL03270,2024-05-12,Vida Premium,Call Center,1175.76,89357.76,69,Masculino,2970.03,No,0.0,Cancelada,Antioquia
POL03271,2024-11-15,Vida Premium,Digital,1562.4,68745.6,74,Masculino,3547.35,No,0.0,Activa,Atlántico
POL03272,2023-05-04,Vida Plus,Broker,1385.71,230027.86000000002,49,Femenino,1701.71,No,0.0,Activa,Santander
POL03273,2024-10-14,Vida Premium,Broker,432.17,73468.90000000001,66,Masculino,4234.72,No,0.0,Cancelada,Cundinamarca
POL03274,2024-06-20,Vida Plus,Broker,836.84,59415.64,35,Masculino,3785.28,No,0.0,Activa,Bogotá
POL03275,2025-02-27,Protección Familiar,Call Center,1122.54,150420.36,56,Femenino,2680.12,Sí,46977.96,Activa,Bogotá
POL03276,2025-01-03,Vida Premium,Digital,493.0,35989.0,41,Masculino,3786.02,No,0.0,Activa,Santander
POL03277,2024-01-29,Protección Familiar,Digital,663.8,61733.399999999994,45,Femenino,3315.15,No,0.0,Cancelada,Antioquia
POL03278,2023-08-12,Vida Básico,Digital,984.54,189031.68,44,Femenino,1401.32,No,0.0,Activa,Bogotá
POL03279,2024-07-02,Vida Básico,Digital,1190.09,148761.25,52,Masculino,1517.31,No,0.0,Cancelada,Atlántico
POL03280,2023-07-31,Vida Premium,Call Center,508.28,42187.24,58,Femenino,2335.66,No,0.0,Activa,Valle del Cauca
POL03281,2023-10-14,Vida Premium,Broker,1212.52,201278.32,60,Masculino,3054.59,No,0.0,Activa,Bogotá
POL03282,2024-01-17,Vida Plus,Agente,1555.72,309588.28,21,Masculino,2980.83,No,0.0,Activa,Atlántico
